,Unnamed: 0,Unvan,Link,Tarix,Qiymet,rooms,floor,area
0,0,Şağan q.,https://bina.az//items/3495797,bugün 16:06,260 000AZN,3 otaq,13/16,160 m²
1,1,Mərdəkan q.,https://bina.az//items/3004266,bugün 16:06,195 000AZN,2 otaq,10/16,160 m²
2,2,Neftçilər m.,https://bina.az//items/3632290,bugün 16:05,137 000AZN,2 otaq,7/9,75 m²
3,3,Masazır q.,https://bina.az//items/3562385,bugün 16:05,36 000AZN,3 otaq,7/12,60 m²
4,4,Qara Qarayev m.,https://bina.az//items/3565113,bugün 16:05,138 600AZN,3 otaq,10/17,5 m²
5,5,Memar Əcəmi m.,https://bina.az//items/3632287,bugün 16:05,128 000AZN,3 otaq,10/16,74 m²
6,6,Memar Əcəmi m.,https://bina.az//items/3632236,bugün 16:05,209 000AZN,4 otaq,3/16,122 m²
7,7,Mərdəkan q.,https://bina.az//items/3366366,bugün 16:05,365 000AZN,3 otaq,3/17,350 m²
8,8,Nəsimi r.,https://bina.az//items/3632286,bugün 16:05,315 000AZN,7 otaq,14/16,125 m²
9,9,Buzovna q.,https://bina.az//items/3632285,bugün 16:05,146 000AZN,4 otaq,18/19,120 m²
10,10,Binəqədi q.,https://bina.az//items/3632284,bugün 16:04,67 000AZN,2 otaq,7/17,85 m²
11,11,Buzovna q.,https://bina.az//items/3560035,bugün 16:04,175 000AZN,2 otaq,11/17,130 m²
12,12,Nəsimi m.,https://bina.az//items/3624326,bugün 16:00,200 000AZN,4 otaq,5/16,147 m²
13,13,Mərdəkan q.,https://bina.az//items/3615666,bugün 16:00,335 000AZN,2 otaq,9/13,180 m²
14,14,Mərdəkan q.,https://bina.az//items/3067906,bugün 15:59,175 000AZN,4 otaq,5/16,150 m²
15,15,Xırdalan,https://bina.az//items/3630200,bugün 15:59,80 800AZN,2 otaq,2/2,53 m²
16,16,Mərdəkan q.,https://bina.az//items/3615662,bugün 15:59,490 000AZN,4 otaq,20/27,200 m²
17,17,İnşaatçılar m.,https://bina.az//items/3632270,bugün 15:59,210 000AZN,1 otaq,15/16,130 m²
18,18,Mərdəkan q.,https://bina.az//items/2847757,bugün 15:59,420 000AZN,3 otaq,12/18,220 m²
19,19,Mərdəkan q.,https://bina.az//items/2820878,bugün 15:58,1 100 000AZN,3 otaq,12/16,450 m²
20,20,8 Noyabr m.,https://bina.az//items/3292025,bugün 15:59,780 000AZN,4 otaq,1/5,360 m²
21,21,Həzi Aslanov m.,https://bina.az//items/3521573,bugün 15:55,130 000AZN,2 otaq,7/9,100 m²
22,22,Nərimanov r.,https://bina.az//items/3457673,bugün 15:55,517 000AZN,4 otaq,8/18,450 m²
23,23,Elmlər Akademiyası m.,https://bina.az//items/3389423,bugün 15:55,1 000 000AZN,2 otaq,19/21,296 m²
24,24,Xətai r.,https://bina.az//items/3615080,bugün 15:55,118 000AZN,2 otaq,6/9,60 m²
25,25,28 May m.,https://bina.az//items/3400010,bugün 15:55,725 000AZN,2 otaq,12/16,210 m²
26,26,Mərdəkan q.,https://bina.az//items/3465975,bugün 15:54,630 000AZN,3 otaq,9/9,360 m²
27,27,Nərimanov r.,https://bina.az//items/3522329,bugün 15:54,808 000AZN,3 otaq,10/21,210 m²
28,28,20 Yanvar m.,https://bina.az//items/3513506,bugün 15:54,152 000AZN,3 otaq,6/18,58 m²
29,29,Əhmədli m.,https://bina.az//items/3623075,bugün 15:54,95 000AZN,3 otaq,8/9,40 m²
30,30,Badamdar q.,https://bina.az//items/3632258,bugün 15:54,126 000AZN,2 otaq,13/15,56 m²
31,31,Mərdəkan q.,https://bina.az//items/3615660,bugün 15:54,545 000AZN,1 otaq,12/20,400 m²
32,32,Yeni Günəşli q.,https://bina.az//items/3632263,bugün 15:54,105 000AZN,4 otaq,11/24,76 m²
33,33,Nizami m.,https://bina.az//items/3495276,bugün 15:54,370 000AZN,3 otaq,9/11,180 m²
34,34,Nəsimi r.,https://bina.az//items/3551228,bugün 15:54,685 000AZN,5 otaq,10/18,170 m²
35,35,20 Yanvar m.,https://bina.az//items/3532053,bugün 15:53,268 000AZN,3 otaq,3/19,121 m²
36,36,Həzi Aslanov m.,https://bina.az//items/3632262,bugün 15:53,148 000AZN,3 otaq,6/8,70 m²
37,37,Şah İsmayıl Xətai m.,https://bina.az//items/3616644,bugün 15:52,359 000AZN,3 otaq,12/21,5 m²
38,38,İnşaatçılar m.,https://bina.az//items/3632257,bugün 15:52,90 000AZN,2 otaq,1/5,45 m²
39,39,Hövsan q.,https://bina.az//items/3624210,bugün 15:52,95 000AZN,4 otaq,6/24,180 m²
40,40,Şah İsmayıl Xətai m.,https://bina.az//items/3623111,bugün 15:52,201 000AZN,3 otaq,8/17,106 m²
41,41,Neftçilər m.,https://bina.az//items/3616499,bugün 15:52,125 000AZN,3 otaq,13/27,67 m²
42,42,8 Noyabr m.,https://bina.az//items/3564989,bugün 15:51,280 000AZN,3 otaq,2/17,100 m²
43,43,Həzi Aslanov m.,https://bina.az//items/3625679,bugün 15:51,140 000AZN,2 otaq,9/15,103 m²
44,44,Xətai r.,https://bina.az//items/3615230,bugün 15:51,168 000AZN,3 otaq,1/9,129 m²
45,45,Həzi Aslanov m.,https://bina.az//items/3632255,bugün 15:50,98 000AZN,2 otaq,12/17,60 m²
46,46,Şıxov q.,https://bina.az//items/3541123,bugün 15:49,640 000AZN,2 sot,3/5,65 m²
47,47,Bayıl q.,https://bina.az//items/3632242,bugün 15:49,195 000AZN,2 otaq,4/15,75 m²
48,48,Masazır q.,https://bina.az//items/3632249,bugün 15:49,50 000AZN,3 otaq,8/17,221 m²
49,49,İçəri Şəhər m.,https://bina.az//items/3422484,bugün 15:49,580 000AZN,4 otaq,12/17,144 m²
50,50,Həzi Aslanov m.,https://bina.az//items/3632251,bugün 15:49,200 000AZN,4 otaq,5/17,80 m²
51,51,Həzi Aslanov m.,https://bina.az//items/3578277,bugün 15:49,142 000AZN,2 otaq,2/12,120 m²
52,52,Binəqədi q.,https://bina.az//items/3632247,bugün 15:49,73 000AZN,3 otaq,8/17,90 m²
53,53,Hökməli q.,https://bina.az//items/3632246,bugün 15:48,50 000AZN,3 otaq,16/16,370 m²
54,54,Mərdəkan q.,https://bina.az//items/2686010,bugün 15:48,700 000AZN,2 otaq,18/19,70 m²
55,55,Nizami m.,https://bina.az//items/3632245,bugün 15:48,160 000AZN,3 otaq,16/17,130 m²
56,56,Şıxov q.,https://bina.az//items/3489970,bugün 15:46,280 000AZN,3 sot,5/9,52 m²
57,57,28 May m.,https://bina.az//items/3632238,bugün 15:46,133 000AZN,2 otaq,3/19,120 m²
58,58,Mərdəkan q.,https://bina.az//items/3613106,bugün 15:45,280 000AZN,5 otaq,3/4,92 m²
59,59,20 Yanvar m.,https://bina.az//items/3582950,bugün 15:45,175 000AZN,2 otaq,12/21,155 m²
60,60,28 May m.,https://bina.az//items/3565737,bugün 15:45,290 000AZN,4 otaq,7/14,59 m²
61,61,Xətai r.,https://bina.az//items/3616576,bugün 15:45,140 000AZN,2 otaq,5/18,90 m²
62,62,Nərimanov r.,https://bina.az//items/3431646,bugün 15:45,195 000AZN,3 otaq,6/8,8 m²
63,63,Ağ şəhər q.,https://bina.az//items/3632237,bugün 15:45,240 000AZN,2 otaq,4/18,74 m²
64,64,Nizami m.,https://bina.az//items/3582118,bugün 15:45,170 000AZN,2 otaq,8/18,90 m²
65,65,İnşaatçılar m.,https://bina.az//items/3630155,bugün 15:45,185 000AZN,3 otaq,3/15,64 m²
66,66,Həzi Aslanov m.,https://bina.az//items/3556927,bugün 15:44,145 000AZN,2 otaq,9/17,126 m²
67,67,8 Noyabr m.,https://bina.az//items/3629944,bugün 15:44,198 000AZN,3 otaq,16/16,70 m²
68,68,Nəriman Nərimanov m.,https://bina.az//items/3565747,bugün 15:44,135 000AZN,2 otaq,5/16,111 m²
69,69,Şah İsmayıl Xətai m.,https://bina.az//items/3559135,bugün 15:44,275 000AZN,3 otaq,11/17,65 m²
70,70,Həzi Aslanov m.,https://bina.az//items/3604608,bugün 15:44,110 000AZN,2 otaq,4/18,133 m²
71,71,Qara Qarayev m.,https://bina.az//items/3113910,bugün 15:43,237 000AZN,4 otaq,5/16,65 m²
72,72,Həzi Aslanov m.,https://bina.az//items/3437295,bugün 15:43,115 000AZN,2 otaq,3/18,98 m²
73,73,Nərimanov r.,https://bina.az//items/3560800,bugün 15:42,298 000AZN,3 otaq,5/5,160 m²
74,74,Badamdar q.,https://bina.az//items/3595545,bugün 15:42,223 300AZN,4 otaq,7/20,70 m²
75,75,Şüvəlan q.,https://bina.az//items/2910569,bugün 15:43,120 000AZN,2 sot,17/19,180 m²
76,76,Sabunçu q.,https://bina.az//items/3632230,bugün 15:41,60 000AZN,2 otaq,1/2,55 m²
77,77,Bakıxanov q.,https://bina.az//items/3253205,bugün 15:41,77 000AZN,2 otaq,4/6,77 m²
78,78,Dübəndi q.,https://bina.az//items/3632231,bugün 15:41,65 000AZN,6 otaq,3/16,140 m²
79,79,Şah İsmayıl Xətai m.,https://bina.az//items/3462581,bugün 15:41,296 000AZN,4 otaq,3/7,160 m²
80,80,Ağ şəhər q.,https://bina.az//items/3396705,bugün 15:41,470 000AZN,5 otaq,15/16,195 m²
81,81,Şah İsmayıl Xətai m.,https://bina.az//items/3450732,bugün 15:41,245 000AZN,3 otaq,5/5,130 m²
82,82,Mərdəkan q.,https://bina.az//items/2925597,bugün 15:41,240 000AZN,4 otaq,18/18,150 m²
83,83,Nəriman Nərimanov m.,https://bina.az//items/2726956,bugün 15:40,550 000AZN,4 otaq,4/13,72 m²
84,84,Memar Əcəmi m.,https://bina.az//items/3557826,bugün 15:40,163 000AZN,2 otaq,1/9,110 m²
85,85,İnşaatçılar m.,https://bina.az//items/3331736,bugün 15:40,174 000AZN,3 otaq,4/5,76 m²
86,86,Nizami r.,https://bina.az//items/3558037,bugün 15:40,165 000AZN,3 otaq,12/19,90 m²
87,87,Nəriman Nərimanov m.,https://bina.az//items/3632228,bugün 15:40,175 000AZN,2 otaq,2/9,100 m²
88,88,Sahil m.,https://bina.az//items/3348436,bugün 15:40,290 000AZN,3 otaq,2/3,65 m²
89,89,Elmlər Akademiyası m.,https://bina.az//items/3345265,bugün 15:39,421 200AZN,2 otaq,2/2,156 m²
90,90,Memar Əcəmi m.,https://bina.az//items/3348661,bugün 15:39,128 000AZN,3 otaq,9/16,60 m²
91,91,Səbail r.,https://bina.az//items/3421904,bugün 15:39,280 000AZN,5 otaq,11/17,80 m²
92,92,Kürdəxanı q.,https://bina.az//items/3632227,bugün 15:39,75 000AZN,2 otaq,9/20,150 m²
93,93,Nərimanov r.,https://bina.az//items/3632221,bugün 15:38,240 000AZN,3 otaq,5/18,105 m²
94,94,Nəsimi r.,https://bina.az//items/3212665,bugün 15:37,205 000AZN,2 otaq,17/17,100 m²
95,95,Badamdar q.,https://bina.az//items/3632210,bugün 15:37,495 000AZN,9 otaq,15/18,360 m²
96,96,Bakı,https://bina.az//yasayis-kompleksleri/261,bugün 15:37,312 200AZN,3 otaq,16/17,5 m²
97,97,Nərimanov r.,https://bina.az//items/3630421,bugün 15:37,214 000AZN,3 otaq,18/27,112 m²
98,98,İçəri Şəhər m.,https://bina.az//items/3564369,bugün 15:36,192 000AZN,3 otaq,12/20,142 m²
99,99,İnşaatçılar m.,https://bina.az//items/3381348,bugün 15:35,370 000AZN,4 otaq,8/17,180 m²
100,100,Nəsimi r.,https://bina.az//items/3632217,bugün 15:36,308 000AZN,3 otaq,5/19,125 m²
101,101,Nəriman Nərimanov m.,https://bina.az//items/3587853,bugün 15:35,150 000AZN,2 otaq,3/16,57 m²
102,102,Qaraçuxur q.,https://bina.az//items/3632215,bugün 15:35,10 000AZN,5 sot,19/20,110 m²
103,103,Xətai r.,https://bina.az//items/3632216,bugün 15:35,230 000AZN,3 otaq,15/17,100 m²
104,104,Zabrat q.,https://bina.az//items/3621138,bugün 15:35,65 000AZN,4 otaq,3/9,142 m²
105,105,Nəsimi m.,https://bina.az//items/3582155,bugün 15:35,198 000AZN,3 otaq,14/15,116 m²
106,106,Abşeron r.,https://bina.az//items/3632214,bugün 15:34,126 000AZN,4 otaq,11/11,3 m²
107,107,20 Yanvar m.,https://bina.az//items/3579261,bugün 15:34,121 000AZN,2 otaq,6/10,155 m²
108,108,Mərdəkan q.,https://bina.az//items/3417168,bugün 15:31,199 000AZN,2 otaq,3/5,180 m²
109,109,Nəriman Nərimanov m.,https://bina.az//items/3609850,bugün 15:31,102 000AZN,3 otaq,2/8,32 m²
110,110,Masazır q.,https://bina.az//items/3632200,bugün 15:30,43 500AZN,2 otaq,2/18,64 m²
111,111,Mərdəkan q.,https://bina.az//items/3504922.html,bugün 15:30,250 000AZN,4 otaq,8/12,170 m²
112,112,Qara Qarayev m.,https://bina.az//items/3565273,bugün 15:30,113 000AZN,1 otaq,8/9,52 m²
113,113,Mərdəkan q.,https://bina.az//items/3616169,bugün 15:29,335 000AZN,3 otaq,2/5,180 m²
114,114,8 Noyabr m.,https://bina.az//items/3605255,bugün 15:29,129 000AZN,2 otaq,7/9,55 m²
115,115,Əhmədli m.,https://bina.az//items/3564207,bugün 15:29,162 000AZN,0 sot,3/5,72 m²
116,116,20 Yanvar m.,https://bina.az//items/3606901,bugün 15:29,120 000AZN,3 otaq,8/14,50 m²
117,117,Mərdəkan q.,https://bina.az//items/3496304,bugün 15:29,290 000AZN,0 sot,8/21,170 m²
118,118,Mərdəkan q.,https://bina.az//items/3496620,bugün 15:26,229 000AZN,3 otaq,14/17,170 m²
119,119,8-ci mikrorayon q.,https://bina.az//items/3475023,bugün 15:26,250 000AZN,3 otaq,5/5,115 m²
120,120,Bakıxanov q.,https://bina.az//items/3632191,bugün 15:26,125 000AZN,2 otaq,8/9,55 m²
121,121,Xalqlar Dostluğu m.,https://bina.az//items/3632185,bugün 15:25,135 000AZN,2 otaq,17/18,65 m²
122,122,Əhmədli m.,https://bina.az//items/3620233,bugün 15:27,124 000AZN,1 otaq,5/5,62 m²
123,123,Sahil m.,https://bina.az//items/3632188,bugün 15:25,160 000AZN,3 otaq,11/17,34 m²
124,124,Şüvəlan q.,https://bina.az//items/3482746,bugün 15:25,325 000AZN,2 otaq,12/18,180 m²
125,125,Mərdəkan q.,https://bina.az//items/3454395,bugün 15:25,215 000AZN,4 otaq,4/9,180 m²
126,126,Elmlər Akademiyası m.,https://bina.az//items/3209936,bugün 15:26,77 000AZN,2 otaq,6/16,35 m²
127,127,Həzi Aslanov m.,https://bina.az//items/3632184,bugün 15:24,195 000AZN,3 otaq,19/19,103 m²
128,128,Badamdar q.,https://bina.az//items/3628112,bugün 15:24,143 000AZN,3 otaq,10/16,67 m²
129,129,Sahil m.,https://bina.az//items/3528027,bugün 15:24,648 000AZN,1 otaq,2/5,208 m²
130,130,Qara Qarayev m.,https://bina.az//items/3618315,bugün 15:24,130 000AZN,2 otaq,14/18,75 m²
131,131,Əhmədli q.,https://bina.az//items/3632158,bugün 15:23,238 000AZN,4 otaq,6/9,110 m²
132,132,Xırdalan,https://bina.az//items/3632168,bugün 15:23,175 000AZN,8 otaq,6/9,120 m²
133,133,Neftçilər m.,https://bina.az//items/3632183,bugün 15:23,79 000AZN,3 otaq,4/9,32 m²
134,134,Şah İsmayıl Xətai m.,https://bina.az//items/3620709,bugün 15:21,224 000AZN,3 otaq,14/16,100 m²
135,135,Həzi Aslanov m.,https://bina.az//items/3607313,bugün 15:21,118 000AZN,2 otaq,9/12,58 m²
136,136,Elmlər Akademiyası m.,https://bina.az//items/3568095,bugün 15:21,138 000AZN,2 otaq,8/16,65 m²
137,137,Badamdar q.,https://bina.az//items/3524322,bugün 15:20,495 000AZN,7 otaq,14/18,500 m²
138,138,Əhmədli q.,https://bina.az//items/3632176,bugün 15:20,127 000AZN,2 otaq,16/18,65 m²
139,139,Badamdar q.,https://bina.az//items/3235193,bugün 15:20,550 000AZN,6 sot,19/19,76 m²
140,140,Mərdəkan q.,https://bina.az//items/3632175,bugün 15:20,120 000AZN,2 sot,13/20,110 m²
141,141,İnşaatçılar m.,https://bina.az//items/3609409,bugün 15:19,150 000AZN,2 otaq,2/5,60 m²
142,142,Əhmədli q.,https://bina.az//items/3632170,bugün 15:18,238 000AZN,3 otaq,5/16,50 m²
143,143,Badamdar q.,https://bina.az//items/3632169,bugün 15:18,570 000AZN,2 sot,8/9,36 m²
144,144,Məmmədli q.,https://bina.az//items/3179893,bugün 15:17,11 500AZN,3 sot,8/9,82 m²
145,145,Nərimanov r.,https://bina.az//items/3582119,bugün 15:16,179 000AZN,2 otaq,3/5,90 m²
146,146,Zirə q.,https://bina.az//items/3632163,bugün 15:16,450 000AZN,1 otaq,11/16,50 m²
147,147,Neftçilər m.,https://bina.az//items/3632162,bugün 15:16,77 000AZN,2 otaq,8/15,80 m²
148,148,Xalqlar Dostluğu m.,https://bina.az//items/3569449,bugün 15:16,147 000AZN,3 otaq,2/9,75 m²
149,149,Memar Əcəmi m.,https://bina.az//items/3560467,bugün 15:15,167 000AZN,2 otaq,17/18,74 m²
150,150,8-ci mikrorayon q.,https://bina.az//items/3632161,bugün 15:15,145 000AZN,3 otaq,7/9,55 m²
151,151,8 Noyabr m.,https://bina.az//items/3191549,bugün 15:13,220 000AZN,2 otaq,15/27,103 m²
152,152,Həzi Aslanov m.,https://bina.az//items/3589539,bugün 15:13,4 000 000AZN,0 sot,2/5,120 m²
153,153,28 May m.,https://bina.az//items/3565476,bugün 15:13,265 000AZN,3 otaq,3/7,72 m²
154,154,Hövsan q.,https://bina.az//items/3632155,bugün 15:13,90 000AZN,3 otaq,5/7,44 m²
155,155,Masazır q.,https://bina.az//items/3628861,bugün 15:13,53 000AZN,1 otaq,9/9,240 m²
156,156,Yeni Günəşli q.,https://bina.az//items/3602750,bugün 15:13,1 700 000AZN,5 sot,7/16,70 m²
157,157,Maştağa q.,https://bina.az//items/3632152,bugün 15:13,215 000AZN,6 otaq,13/16,72 m²
158,158,Yeni Günəşli q.,https://bina.az//items/3632153,bugün 15:12,99 000AZN,3 otaq,2/4,76 m²
159,159,Xırdalan,https://bina.az//items/3632150,bugün 15:12,90 500AZN,3 otaq,9/17,290 m²
160,160,Badamdar q.,https://bina.az//items/3384270,bugün 15:12,360 000AZN,2 sot,5/17,54 m²
161,161,Xalqlar Dostluğu m.,https://bina.az//items/3632149,bugün 15:11,145 000AZN,3 otaq,8/18,102 m²
162,162,Görədil q.,https://bina.az//items/3563736,bugün 15:11,60 000AZN,6 sot,10/17,130 m²
163,163,Masazır q.,https://bina.az//items/3632138,bugün 15:08,95 000AZN,4 otaq,6/17,140 m²
164,164,Sabunçu r.,https://bina.az//items/3048363,bugün 15:07,50 000AZN,3 otaq,5/9,100 m²
165,165,Elmlər Akademiyası m.,https://bina.az//items/3539507,bugün 15:07,419 000AZN,4 otaq,8/8,160 m²
166,166,9-cu mikrorayon q.,https://bina.az//items/3632134,bugün 15:07,133 000AZN,2 otaq,9/20,70 m²
167,167,Binə q.,https://bina.az//items/3373179,bugün 15:07,55 000AZN,3 otaq,12/17,110 m²
168,168,Novxanı q.,https://bina.az//items/3527741,bugün 15:07,895 000AZN,7 otaq,2/5,650 m²
169,169,Xətai r.,https://bina.az//items/2811607,bugün 15:06,340 000AZN,4 otaq,4/17,130 m²
170,170,Şah İsmayıl Xətai m.,https://bina.az//items/3424184,bugün 15:06,299 000AZN,3 otaq,3/18,130 m²
171,171,28 May m.,https://bina.az//items/3016956,bugün 15:06,211 000AZN,3 otaq,8/16,100 m²
172,172,Nəriman Nərimanov m.,https://bina.az//items/3541392,bugün 15:06,380 000AZN,5 otaq,7/14,230 m²
173,173,Nəsimi r.,https://bina.az//items/3217531,bugün 15:05,9 870 000AZN,3 otaq,6/16,2000 m²
174,174,Elmlər Akademiyası m.,https://bina.az//items/3313606,bugün 15:05,285 000AZN,3 otaq,15/17,142 m²
175,175,Qara Qarayev m.,https://bina.az//items/3610158,bugün 15:04,185 000AZN,2 otaq,2/14,76 m²
176,176,Qara Qarayev m.,https://bina.az//items/3631038,bugün 15:03,315 000AZN,3 otaq,8/12,115 m²
177,177,Səbail r.,https://bina.az//items/3506478,bugün 15:03,700 000AZN,6 otaq,12/17,300 m²
178,178,Mərdəkan q.,https://bina.az//items/3464378,bugün 15:03,630 000AZN,2 otaq,4/5,360 m²
179,179,Nizami m.,https://bina.az//items/3585016,bugün 15:03,275 000AZN,3 otaq,2/5,95 m²
180,180,Gənclik m.,https://bina.az//items/3606977,bugün 15:02,1 700 000AZN,3 otaq,9/12,368 m²
181,181,Neftçilər m.,https://bina.az//items/3632127,bugün 15:02,133 000AZN,3 otaq,8/18,80 m²
182,182,Sumqayıt,https://bina.az//items/3632123,bugün 15:02,680 000AZN,3 otaq,14/27,67 m²
183,183,Nəriman Nərimanov m.,https://bina.az//items/3632125,bugün 15:02,117 000AZN,2 otaq,9/11,75 m²
184,184,Mərdəkan q.,https://bina.az//items/3559799,bugün 15:01,225 000AZN,3 otaq,9/15,150 m²
185,185,İnşaatçılar m.,https://bina.az//items/3280723,bugün 15:01,234 500AZN,3 otaq,12/19,123 m²
186,186,Həzi Aslanov m.,https://bina.az//items/3632124,bugün 15:01,157 000AZN,3 otaq,5/12,104 m²
187,187,8 Noyabr m.,https://bina.az//items/3560990,bugün 15:00,258 000AZN,2 otaq,11/18,109 m²
188,188,Nizami m.,https://bina.az//items/3579443,bugün 14:58,3 000 000AZN,8 otaq,14/14,870 m²
189,189,Gənclik m.,https://bina.az//items/3632116,bugün 14:58,220 000AZN,4 otaq,1/6,100 m²
190,190,Elmlər Akademiyası m.,https://bina.az//items/3446908,bugün 14:58,305 000AZN,3 otaq,18/23,143 m²
191,191,8 Noyabr m.,https://bina.az//items/3416091,bugün 14:59,190 000AZN,2 otaq,9/18,105 m²
192,192,Sahil m.,https://bina.az//items/2886580,bugün 14:58,580 000AZN,5 sot,13/17,388 m²
193,193,Hövsan q.,https://bina.az//items/3632114,bugün 14:58,10 500AZN,3 otaq,5/14,160 m²
194,194,Gənclik m.,https://bina.az//items/3526989,bugün 14:57,392 000AZN,2 otaq,9/16,74 m²
195,195,Memar Əcəmi m.,https://bina.az//items/3565908,bugün 14:57,157 000AZN,3 otaq,3/5,100 m²
196,196,Gənclik m.,https://bina.az//items/3371690,bugün 14:57,200 000AZN,4 otaq,11/14,500 m²
197,197,Mərdəkan q.,https://bina.az//items/2829109,bugün 14:56,1 100 000AZN,2 otaq,5/5,200 m²
198,198,Mərdəkan q.,https://bina.az//items/3582478,bugün 14:56,350 000AZN,5 otaq,13/20,50 m²
199,199,Neftçilər m.,https://bina.az//items/3629143,bugün 14:56,110 000AZN,3 otaq,9/23,250 m²
200,200,Mərdəkan q.,https://bina.az//items/3586972,bugün 14:55,420 000AZN,2 otaq,14/17,145 m²
201,201,İçəri Şəhər m.,https://bina.az//items/3397621,bugün 14:55,509 000AZN,4 otaq,15/20,1250 m²
202,202,Elmlər Akademiyası m.,https://bina.az//items/3632108,bugün 14:54,150 000AZN,2 otaq,2/17,87 m²
203,203,Masazır q.,https://bina.az//items/3632106,bugün 14:50,125 000AZN,3 otaq,8/13,90 m²
204,204,Mərdəkan q.,https://bina.az//items/3579309,bugün 14:50,280 000AZN,4 otaq,7/7,180 m²
205,205,Xırdalan,https://bina.az//items/3602887,bugün 14:50,94 900AZN,3 otaq,9/17,94 m²
206,206,Sumqayıt,https://bina.az//items/3488168,bugün 14:50,64 500AZN,2 otaq,11/16,55 m²
207,207,Xırdalan,https://bina.az//items/3626307,bugün 14:50,86 900AZN,2 otaq,14/17,70 m²
208,208,Ramana q.,https://bina.az//items/3461229,bugün 14:50,78 000AZN,3 otaq,16/18,110 m²
209,209,Binəqədi q.,https://bina.az//items/3563863,bugün 15:01,49 000AZN,3 otaq,14/17,80 m²
210,210,Mərdəkan q.,https://bina.az//items/3615422,bugün 14:49,335 000AZN,4 otaq,3/16,200 m²
211,211,Yeni Ramana q.,https://bina.az//items/3632102,bugün 14:48,15 750AZN,5 sot,12/16,50 m²
212,212,Qara Qarayev m.,https://bina.az//items/3564241,bugün 14:48,113 000AZN,2 otaq,8/17,211 m²
213,213,Memar Əcəmi m.,https://bina.az//items/3475187,bugün 14:48,348 000AZN,4 otaq,2/5,280 m²
214,214,Türkan q.,https://bina.az//items/3632100,bugün 14:48,25 000AZN,2 sot,15/20,200 m²
215,215,Mərdəkan q.,https://bina.az//items/3422684,bugün 14:48,480 000AZN,4 otaq,9/19,115 m²
216,216,Xırdalan,https://bina.az//items/3609458,bugün 14:44,58 000AZN,4 otaq,3/11,130 m²
217,217,Xırdalan,https://bina.az//items/3617591,bugün 14:44,50 000AZN,3 otaq,11/18,80 m²
218,218,Masazır q.,https://bina.az//items/3618913,bugün 14:43,41 000AZN,3 otaq,6/9,70 m²
219,219,Zirə q.,https://bina.az//items/3507830,bugün 14:43,395 000AZN,4 otaq,8/16,1300 m²
220,220,Azadlıq Prospekti m.,https://bina.az//items/3632091,bugün 14:43,208 000AZN,4 otaq,2/9,90 m²
221,221,Xırdalan,https://bina.az//items/3624441,bugün 14:43,160 000AZN,3 otaq,4/7,108 m²
222,222,Xırdalan,https://bina.az//items/3609392,bugün 14:43,55 000AZN,3 otaq,2/5,120 m²
223,223,Masazır q.,https://bina.az//items/3614473,bugün 14:43,45 000AZN,3 otaq,3/18,68 m²
224,224,Nəsimi m.,https://bina.az//items/3621749,bugün 14:43,156 500AZN,6 otaq,17/18,85 m²
225,225,Mərdəkan q.,https://bina.az//items/3632089,bugün 14:42,980 000AZN,0 sot,11/17,500 m²
226,226,Mərdəkan q.,https://bina.az//items/3583571,bugün 14:35,420 000AZN,5 otaq,2/6,310 m²
227,227,Gənclik m.,https://bina.az//items/3627689,bugün 14:34,135 000AZN,1 otaq,9/18,46 m²
228,228,Sahil m.,https://bina.az//items/3099332,bugün 14:34,160 000AZN,4 otaq,13/18,4 m²
229,229,Buzovna q.,https://bina.az//items/2953331,bugün 14:34,180 000AZN,0 sot,6/17,180 m²
230,230,Şüvəlan q.,https://bina.az//items/3562448,bugün 14:34,350 000AZN,6 sot,7/9,156 m²
231,231,Bakıxanov q.,https://bina.az//items/3402333,bugün 14:33,420 000AZN,3 otaq,5/5,139 m²
232,232,Nərimanov r.,https://bina.az//items/3564335,bugün 14:33,320 000AZN,3 otaq,4/5,94 m²
233,233,Nərimanov r.,https://bina.az//items/3564346,bugün 14:33,300 000AZN,2 otaq,4/16,45 m²
234,234,Nəriman Nərimanov m.,https://bina.az//items/3599576,bugün 14:33,207 000AZN,2 otaq,2/9,45 m²
235,235,Yeni Yasamal q.,https://bina.az//items/3632067,bugün 14:32,83 000AZN,0 sot,17/20,50 m²
236,236,Bakıxanov q.,https://bina.az//items/3271873,bugün 14:32,490 000AZN,2 otaq,4/17,55 m²
237,237,Nəriman Nərimanov m.,https://bina.az//items/3632064,bugün 14:32,138 000AZN,2 otaq,5/9,130 m²
238,238,Nardaran q.,https://bina.az//items/3620888,bugün 14:25,150 000AZN,4 otaq,8/13,200 m²
239,239,Abşeron r.,https://bina.az//items/3565635,bugün 14:26,125 000AZN,3 otaq,1/15,90 m²
240,240,Bilgəh q.,https://bina.az//items/3632049,bugün 14:25,980 000AZN,2 otaq,11/14,600 m²
241,241,Xırdalan,https://bina.az//items/3632050,bugün 14:25,71 000AZN,2 otaq,4/14,55 m²
242,242,Nəsimi r.,https://bina.az//items/3597724,bugün 14:24,180 000AZN,2 otaq,11/17,80 m²
243,243,Mərdəkan q.,https://bina.az//items/2578018,bugün 14:23,320 000AZN,3 otaq,16/18,180 m²
244,244,Memar Əcəmi m.,https://bina.az//items/3565634,bugün 14:23,249 000AZN,3 otaq,2/6,127 m²
