,Unnamed: 0,Unvan,Link,Tarix,Qiymet,rooms,floor,area
6364,6364,Həzi Aslanov q.,https://bina.az//items/3625239, i̇yul 2023,103 000AZN,2 otaq,6/9,60 m²
6365,6365,Azadlıq Prospekti m.,https://bina.az//items/3625238, i̇yul 2023,95 000AZN,2 otaq,2/9,60 m²
6366,6366,Yeni Yasamal q.,https://bina.az//items/3625235, i̇yul 2023,115 000AZN,2 otaq,7/12,50 m²
6367,6367,İnşaatçılar m.,https://bina.az//items/3532846, i̇yul 2023,220 000AZN,3 otaq,9/16,110 m²
6368,6368,Yeni Yasamal q.,https://bina.az//items/3625233, i̇yul 2023,150 000AZN,3 otaq,8/15,88 m²
6369,6369,Şah İsmayıl Xətai m.,https://bina.az//items/3625232, i̇yul 2023,133 000AZN,2 otaq,7/7,55 m²
6370,6370,28 May m.,https://bina.az//items/3485572, i̇yul 2023,160 000AZN,2 otaq,18/18,85 m²
6371,6371,Nəsimi r.,https://bina.az//items/3497249, i̇yul 2023,80 000AZN,2 otaq,5/17,90 m²
6372,6372,Bayıl q.,https://bina.az//items/3577117, i̇yul 2023,147 000AZN,6 otaq,5/5,75 m²
6373,6373,Badamdar q.,https://bina.az//items/3625228, i̇yul 2023,420 000AZN,3 otaq,16/17,300 m²
6374,6374,Badamdar q.,https://bina.az//items/3537131, i̇yul 2023,145 000AZN,5 otaq,2/4,95 m²
6375,6375,Nizami m.,https://bina.az//items/3625225, i̇yul 2023,872 000AZN,4 otaq,12/20,360 m²
6376,6376,Badamdar q.,https://bina.az//items/3324776, i̇yul 2023,270 000AZN,5 otaq,2/14,170 m²
6377,6377,Mərdəkan q.,https://bina.az//items/3589215, i̇yul 2023,350 000AZN,3 otaq,3/9,180 m²
6378,6378,8 Noyabr m.,https://bina.az//items/3487660, i̇yul 2023,315 000AZN,3 otaq,5/9,7 m²
6379,6379,Həzi Aslanov m.,https://bina.az//items/3617956, i̇yul 2023,140 000AZN,2 otaq,4/14,88 m²
6380,6380,Mərdəkan q.,https://bina.az//items/3330121, i̇yul 2023,480 000AZN,2 otaq,1/9,240 m²
6381,6381,Həzi Aslanov m.,https://bina.az//items/3625212, i̇yul 2023,57 000AZN,4 otaq,5/19,47 m²
6382,6382,Əhmədli m.,https://bina.az//items/3625211, i̇yul 2023,90 000AZN,2 otaq,14/19,45 m²
6383,6383,Elmlər Akademiyası m.,https://bina.az//items/3584424, i̇yul 2023,770 000AZN,4 otaq,16/20,335 m²
6384,6384,Qara Qarayev m.,https://bina.az//items/3625204, i̇yul 2023,178 000AZN,3 otaq,11/16,70 m²
6385,6385,Həzi Aslanov q.,https://bina.az//items/3625203, i̇yul 2023,550 000AZN,6 otaq,14/16,260 m²
6386,6386,20 Yanvar m.,https://bina.az//items/3584138, i̇yul 2023,140 000AZN,2 otaq,7/15,72 m²
6387,6387,Binəqədi r.,https://bina.az//items/3308637, i̇yul 2023,225 000AZN,3 otaq,8/12,135 m²
6388,6388,Xırdalan,https://bina.az//items/3625200, i̇yul 2023,54 000AZN,2 otaq,6/10,78 m²
6389,6389,Türkan q.,https://bina.az//items/3625199, i̇yul 2023,65 000AZN,3 otaq,13/16,110 m²
6390,6390,İnşaatçılar m.,https://bina.az//items/3625198, i̇yul 2023,126 500AZN,2 otaq,19/22,65 m²
6391,6391,Nəsimi r.,https://bina.az//items/3625195, i̇yul 2023,319 900AZN,3 otaq,4/15,166 m²
6392,6392,Şah İsmayıl Xətai m.,https://bina.az//items/3522438, i̇yul 2023,251 000AZN,3 otaq,3/3,132 m²
6393,6393,Memar Əcəmi m.,https://bina.az//items/3601131, i̇yul 2023,153 000AZN,3 otaq,11/17,70 m²
6394,6394,Nizami m.,https://bina.az//items/3625194, i̇yul 2023,189 000AZN,2 otaq,5/5,70 m²
6395,6395,Nəsimi m.,https://bina.az//items/3421559, i̇yul 2023,280 000AZN,3 otaq,1/9,135 m²
6396,6396,Qaraçuxur q.,https://bina.az//items/3521059, i̇yul 2023,120 000AZN,3 otaq,4/6,60 m²
6397,6397,Novxanı q.,https://bina.az//items/3432571, i̇yul 2023,82 000AZN,2 otaq,5/20,60 m²
6398,6398,9-cu mikrorayon q.,https://bina.az//items/3625192, i̇yul 2023,110 000AZN,4 otaq,3/18,38 m²
6399,6399,Buzovna q.,https://bina.az//items/3614747, i̇yul 2023,87 000AZN,2 otaq,3/12,260 m²
6400,6400,Xırdalan,https://bina.az//items/3625191, i̇yul 2023,58 000AZN,2 otaq,4/15,5 m²
6401,6401,Şah İsmayıl Xətai m.,https://bina.az//items/3625190, i̇yul 2023,251 000AZN,4 otaq,5/9,109 m²
6402,6402,Nəsimi r.,https://bina.az//items/3590215, i̇yul 2023,250 000AZN,3 otaq,9/16,117 m²
6403,6403,Nəriman Nərimanov m.,https://bina.az//items/3456610, i̇yul 2023,289 000AZN,3 otaq,12/16,116 m²
6404,6404,Neftçilər m.,https://bina.az//items/3470109, i̇yul 2023,128 000AZN,2 otaq,5/18,55 m²
6405,6405,28 May m.,https://bina.az//items/3021067, i̇yul 2023,1 600 000AZN,3 otaq,6/9,200 m²
6406,6406,Memar Əcəmi m.,https://bina.az//items/3625182, i̇yul 2023,148 000AZN,3 otaq,1/9,82 m²
6407,6407,Şah İsmayıl Xətai m.,https://bina.az//items/3625180, i̇yul 2023,155 000AZN,6 otaq,3/9,72 m²
6408,6408,M.Ə.Rəsulzadə q.,https://bina.az//items/3625177, i̇yul 2023,193 000AZN,2 otaq,8/17,150 m²
6409,6409,Nəsimi m.,https://bina.az//items/3625178, i̇yul 2023,122 900AZN,3 otaq,6/9,65 m²
6410,6410,İnşaatçılar m.,https://bina.az//items/3429254, i̇yul 2023,265 000AZN,2 otaq,6/16,143 m²
6411,6411,Yasamal r.,https://bina.az//items/3625174, i̇yul 2023,550 000AZN,3 otaq,9/18,120 m²
6412,6412,Xırdalan,https://bina.az//items/3625164,bugün 13:27,88 000AZN,3 otaq,3/4,62 m²
6413,6413,Memar Əcəmi m.,https://bina.az//items/3608988, i̇yul 2023,224 000AZN,2 otaq,3/3,120 m²
6414,6414,28 May m.,https://bina.az//items/3579478, i̇yul 2023,429 000AZN,5 otaq,5/16,165 m²
6415,6415,Masazır q.,https://bina.az//items/3625175, i̇yul 2023,59 500AZN,2 otaq,2/9,48 m²
6416,6416,İnşaatçılar m.,https://bina.az//items/3625123, i̇yul 2023,65 000AZN,3 otaq,4/4,100 m²
6417,6417,Yeni Suraxanı q.,https://bina.az//items/3625173, i̇yul 2023,43 500AZN,2 otaq,9/12,46 m²
6418,6418,Quba,https://bina.az//items/2625191, i̇yul 2023,1 600 000AZN,2 otaq,4/4,647 m²
6419,6419,Memar Əcəmi m.,https://bina.az//items/3557634, i̇yul 2023,153 000AZN,2 otaq,4/14,7 m²
6420,6420,Masazır q.,https://bina.az//items/3540305, i̇yul 2023,107 000AZN,3 otaq,3/11,90 m²
6421,6421,İnşaatçılar m.,https://bina.az//items/3611349, i̇yul 2023,70 000AZN,2 otaq,13/18,60 m²
6422,6422,Elmlər Akademiyası m.,https://bina.az//items/3625160, i̇yul 2023,210 000AZN,2 otaq,8/8,92 m²
6423,6423,Masazır q.,https://bina.az//items/3625159, i̇yul 2023,51 000AZN,3 otaq,7/7,110 m²
6424,6424,Xırdalan,https://bina.az//items/3521599, i̇yul 2023,63 500AZN,3 otaq,12/16,63 m²
6425,6425,İnşaatçılar m.,https://bina.az//items/3611492, i̇yul 2023,60 000AZN,2 otaq,15/18,50 m²
6426,6426,28 May m.,https://bina.az//items/3611510, i̇yul 2023,340 000AZN,3 otaq,13/18,140 m²
6427,6427,Xırdalan,https://bina.az//items/3429421, i̇yul 2023,35 000AZN,1 otaq,17/20,5 m²
6428,6428,İnşaatçılar m.,https://bina.az//items/3625153, i̇yul 2023,210 000AZN,2 otaq,2/3,7 m²
6429,6429,İçəri Şəhər m.,https://bina.az//items/2352707, i̇yul 2023,500 000AZN,4 otaq,18/20,105 m²
6430,6430,Şah İsmayıl Xətai m.,https://bina.az//items/3557713, i̇yul 2023,420 000AZN,3 otaq,5/16,165 m²
6431,6431,Nizami m.,https://bina.az//items/3625156, i̇yul 2023,450 000AZN,0 sot,11/12,100 m²
6432,6432,28 May m.,https://bina.az//items/3020960, i̇yul 2023,9 000 000AZN,2 otaq,16/18,96 m²
6433,6433,Əhmədli m.,https://bina.az//items/3625155, i̇yul 2023,130 000AZN,3 otaq,3/5,120 m²
6434,6434,Şah İsmayıl Xətai m.,https://bina.az//items/3461131, i̇yul 2023,310 000AZN,2 otaq,15/16,84 m²
6435,6435,Bakıxanov q.,https://bina.az//items/3459750, i̇yul 2023,180 000AZN,2 otaq,13/15,234 m²
6436,6436,Xırdalan,https://bina.az//items/3390858, i̇yul 2023,345 000AZN,2 otaq,15/20,1 m²
6437,6437,Xırdalan,https://bina.az//items/3533190, i̇yul 2023,42 500AZN,2 otaq,6/14,58 m²
6438,6438,İçəri Şəhər m.,https://bina.az//items/3596668, i̇yul 2023,985 000AZN,4 otaq,3/16,250 m²
6439,6439,Memar Əcəmi m.,https://bina.az//items/3476665, i̇yul 2023,348 000AZN,4 otaq,12/18,145 m²
6440,6440,Xırdalan,https://bina.az//items/3572957, i̇yul 2023,145 000AZN,4 otaq,14/16,170 m²
6441,6441,Yeni Günəşli q.,https://bina.az//items/3614096, i̇yul 2023,145 000AZN,3 otaq,8/11,105 m²
6442,6442,Xırdalan,https://bina.az//items/3537273, i̇yul 2023,68 700AZN,2 otaq,8/9,69 m²
6443,6443,İçəri Şəhər m.,https://bina.az//items/3415509, i̇yul 2023,580 000AZN,5 otaq,4/9,203 m²
6444,6444,8 Noyabr m.,https://bina.az//items/3337014, i̇yul 2023,187 000AZN,4 otaq,1/5,100 m²
6445,6445,Memar Əcəmi m.,https://bina.az//items/3412038, i̇yul 2023,78 500AZN,2 otaq,9/16,45 m²
6446,6446,İçəri Şəhər m.,https://bina.az//items/3618598, i̇yul 2023,610 000AZN,4 otaq,15/17,213 m²
6447,6447,Binəqədi r.,https://bina.az//items/3340898, i̇yul 2023,850 000AZN,2 otaq,24/27,350 m²
6448,6448,Nəriman Nərimanov m.,https://bina.az//items/3625145, i̇yul 2023,125 000AZN,2 otaq,7/16,47 m²
6449,6449,8 Noyabr m.,https://bina.az//items/3202355, i̇yul 2023,210 000AZN,2 otaq,18/21,110 m²
6450,6450,İçəri Şəhər m.,https://bina.az//items/3618566, i̇yul 2023,245 000AZN,3 otaq,11/17,80 m²
6451,6451,Nərimanov r.,https://bina.az//items/3614494, i̇yul 2023,240 000AZN,4 otaq,7/9,100 m²
6452,6452,Nərimanov r.,https://bina.az//items/3594442, i̇yul 2023,560 000AZN,1 otaq,12/17,205 m²
6453,6453,Məmmədli q.,https://bina.az//items/3625143, i̇yul 2023,40 000AZN,3 otaq,2/3,45 m²
6454,6454,Nəriman Nərimanov m.,https://bina.az//items/3551730, i̇yul 2023,320 000AZN,2 otaq,6/19,113 m²
6455,6455,Lökbatan q.,https://bina.az//items/3590515,dünən 12:50,77 000AZN,2 otaq,13/14,90 m²
6456,6456,Elmlər Akademiyası m.,https://bina.az//items/3625139, i̇yul 2023,870 000AZN,4 otaq,9/22,4 m²
6457,6457,İnşaatçılar m.,https://bina.az//items/3512978, i̇yul 2023,750 000AZN,6 sot,3/18,60 m²
6458,6458,20 Yanvar m.,https://bina.az//items/3625136, i̇yul 2023,146 000AZN,2 otaq,19/19,136 m²
6459,6459,Şah İsmayıl Xətai m.,https://bina.az//items/3625129, i̇yul 2023,365 000AZN,3 otaq,16/17,60 m²
6460,6460,Qara Qarayev m.,https://bina.az//items/3618224, i̇yul 2023,135 000AZN,2 otaq,4/15,174 m²
6461,6461,28 May m.,https://bina.az//items/3269175, i̇yul 2023,350 000AZN,4 otaq,10/17,125 m²
6462,6462,Qara Qarayev m.,https://bina.az//items/3589581, i̇yul 2023,203 000AZN,3 otaq,8/9,100 m²
6463,6463,Nərimanov r.,https://bina.az//items/3392776, i̇yul 2023,215 000AZN,4 otaq,13/17,103 m²
6464,6464,Qara Qarayev m.,https://bina.az//items/3594253, i̇yul 2023,205 000AZN,3 otaq,1/9,60 m²
6465,6465,9-cu mikrorayon q.,https://bina.az//items/3625128, i̇yul 2023,129 000AZN,2 otaq,2/3,170 m²
6466,6466,Masazır q.,https://bina.az//items/3625127, i̇yul 2023,155 000AZN,6 otaq,16/17,150 m²
6467,6467,İsmayıllı,https://bina.az//items/3413732, i̇yul 2023,34 000AZN,7 sot,12/16,510 m²
6468,6468,Sulutəpə q.,https://bina.az//items/3111540, i̇yul 2023,83 000AZN,3 otaq,10/16,80 m²
6469,6469,Badamdar q.,https://bina.az//items/3625124, i̇yul 2023,950 000AZN,6 otaq,1/5,200 m²
6470,6470,İçəri Şəhər m.,https://bina.az//items/3474158, i̇yul 2023,375 000AZN,2 otaq,4/5,96 m²
6471,6471,8 Noyabr m.,https://bina.az//items/3625111, i̇yul 2023,165 000AZN,3 otaq,7/9,80 m²
6472,6472,Bakıxanov q.,https://bina.az//items/3625110, i̇yul 2023,350 000AZN,4 otaq,4/12,132 m²
6473,6473,Novxanı q.,https://bina.az//items/3625109, i̇yul 2023,70 000AZN,4 otaq,12/20,150 m²
6474,6474,Nəsimi r.,https://bina.az//items/3625101, i̇yul 2023,211 000AZN,3 otaq,4/5,124 m²
6475,6475,Novxanı q.,https://bina.az//items/3625105, i̇yul 2023,80 000AZN,2 sot,14/18,125 m²
6476,6476,Nəsimi r.,https://bina.az//items/3625107, i̇yul 2023,308 000AZN,3 otaq,10/22,47 m²
6477,6477,Elmlər Akademiyası m.,https://bina.az//items/3625100, i̇yul 2023,135 000AZN,2 otaq,5/15,118 m²
6478,6478,Nəsimi r.,https://bina.az//items/3476320, i̇yul 2023,320 000AZN,3 otaq,2/3,96 m²
6479,6479,Şah İsmayıl Xətai m.,https://bina.az//items/3486650, i̇yul 2023,226 000AZN,2 otaq,4/5,60 m²
6480,6480,Yeni Yasamal q.,https://bina.az//items/3602328, i̇yul 2023,112 000AZN,2 otaq,8/14,36 m²
6481,6481,Elmlər Akademiyası m.,https://bina.az//items/3555399, i̇yul 2023,85 000AZN,1 otaq,2/5,34 m²
6482,6482,Elmlər Akademiyası m.,https://bina.az//items/3510405, i̇yul 2023,96 000AZN,1 otaq,10/17,400 m²
6483,6483,Maştağa q.,https://bina.az//items/2445449, i̇yul 2023,200 000AZN,8 otaq,2/9,117 m²
6484,6484,İnşaatçılar m.,https://bina.az//items/3525107, i̇yul 2023,170 000AZN,3 otaq,12/17,130 m²
6485,6485,28 May m.,https://bina.az//items/3625093, i̇yul 2023,260 000AZN,2 otaq,11/17,47 m²
6486,6486,Yasamal q.,https://bina.az//items/3520026, i̇yul 2023,117 000AZN,3 otaq,6/12,153 m²
6487,6487,28 May m.,https://bina.az//items/3256407, i̇yul 2023,612 000AZN,3 otaq,5/17,100 m²
6488,6488,Xırdalan,https://bina.az//items/3625096, i̇yul 2023,115 000AZN,2 otaq,12/18,53 m²
6489,6489,28 May m.,https://bina.az//items/3256851, i̇yul 2023,450 000AZN,2 otaq,4/17,128 m²
6490,6490,28 May m.,https://bina.az//items/3256933, i̇yul 2023,1 225 000AZN,6 otaq,14/17,306 m²
6491,6491,28 May m.,https://bina.az//items/3256983, i̇yul 2023,855 000AZN,6 otaq,4/17,244 m²
6492,6492,28 May m.,https://bina.az//items/3257024, i̇yul 2023,612 000AZN,3 otaq,7/17,153 m²
6493,6493,Bayıl q.,https://bina.az//items/3025707, i̇yul 2023,520 000AZN,5 otaq,5/5,240 m²
6494,6494,Badamdar q.,https://bina.az//items/2840391, i̇yul 2023,3 000 000AZN,1 otaq,20/20,600 m²
6495,6495,20 Yanvar m.,https://bina.az//items/3557762, i̇yul 2023,111 000AZN,2 otaq,3/20,50 m²
6496,6496,Nərimanov r.,https://bina.az//items/2794493, i̇yul 2023,425 000AZN,4 otaq,1/2,264 m²
6497,6497,Elmlər Akademiyası m.,https://bina.az//items/3625071, i̇yul 2023,36 000AZN,1 otaq,3/15,25 m²
6498,6498,Hövsan q.,https://bina.az//items/3625079, i̇yul 2023,52 000AZN,3 otaq,16/18,90 m²
6499,6499,20 Yanvar m.,https://bina.az//items/3625083, i̇yul 2023,178 000AZN,3 otaq,4/16,97 m²
6500,6500,Zabrat q.,https://bina.az//items/3625076, i̇yul 2023,75 000AZN,4 otaq,3/20,140 m²
6501,6501,Nəsimi r.,https://bina.az//items/3625082, i̇yul 2023,279 000AZN,3 otaq,7/16,117 m²
6502,6502,Hövsan q.,https://bina.az//items/3569781, i̇yul 2023,14 000AZN,3 sot,10/19,200 m²
6503,6503,Novxanı q.,https://bina.az//items/3625073, i̇yul 2023,80 000AZN,5 otaq,4/14,30 m²
6504,6504,İnşaatçılar m.,https://bina.az//items/3625069, i̇yul 2023,95 000AZN,2 otaq,5/5,40 m²
6505,6505,Xırdalan,https://bina.az//items/3625074, i̇yul 2023,78 000AZN,2 otaq,4/16,58 m²
6506,6506,Novxanı q.,https://bina.az//items/3583657, i̇yul 2023,250 000AZN,6 otaq,17/17,270 m²
6507,6507,8 Noyabr m.,https://bina.az//items/3455328, i̇yul 2023,310 000AZN,4 otaq,14/16,170 m²
6508,6508,Nəsimi r.,https://bina.az//items/3099261, i̇yul 2023,350 000AZN,4 otaq,3/20,166 m²
6509,6509,Nərimanov r.,https://bina.az//items/3040851, i̇yul 2023,400 000AZN,4 otaq,19/20,264 m²
6510,6510,Ağ şəhər q.,https://bina.az//items/3550595, i̇yul 2023,1 460 000AZN,5 otaq,16/18,442 m²
6511,6511,Nəsimi r.,https://bina.az//items/3604647, i̇yul 2023,279 000AZN,3 otaq,4/5,117 m²
6512,6512,Albalılıq q.,https://bina.az//items/3549447, i̇yul 2023,850 000AZN,6 otaq,1/5,330 m²
6513,6513,İnşaatçılar m.,https://bina.az//items/3625067, i̇yul 2023,86 500AZN,1 otaq,7/14,35 m²
6514,6514,Mərdəkan q.,https://bina.az//items/3557740, i̇yul 2023,449 000AZN,4 otaq,10/11,250 m²
6515,6515,Xırdalan,https://bina.az//items/3625066, i̇yul 2023,67 500AZN,2 otaq,4/5,58 m²
6516,6516,İçəri Şəhər m.,https://bina.az//items/3625065, i̇yul 2023,345 000AZN,3 otaq,5/9,129 m²
6517,6517,Bakıxanov q.,https://bina.az//items/3625064, i̇yul 2023,110 000AZN,2 otaq,2/9,60 m²
6518,6518,Hövsan q.,https://bina.az//items/3402399.html, i̇yul 2023,65 000AZN,2 otaq,2/19,52 m²
6519,6519,Bayıl q.,https://bina.az//items/3625061, i̇yul 2023,210 000AZN,6 otaq,10/22,156 m²
6520,6520,Novxanı q.,https://bina.az//items/3625054, i̇yul 2023,480 000AZN,5 otaq,5/5,250 m²
6521,6521,Saray q.,https://bina.az//items/3556884, i̇yul 2023,25 500AZN,4 sot,6/9,65 m²
6522,6522,Nəsimi m.,https://bina.az//items/3545200, i̇yul 2023,160 000AZN,3 otaq,12/20,125 m²
6523,6523,Nəsimi r.,https://bina.az//items/3625058, i̇yul 2023,308 000AZN,3 otaq,3/4,80 m²
6524,6524,Nəriman Nərimanov m.,https://bina.az//items/3547001, i̇yul 2023,175 000AZN,3 otaq,12/16,215 m²
6525,6525,28 May m.,https://bina.az//items/3610304, i̇yul 2023,470 000AZN,4 otaq,9/16,78 m²
6526,6526,Xırdalan,https://bina.az//items/3387139, i̇yul 2023,105 000AZN,3 otaq,11/15,74 m²
6527,6527,İnşaatçılar m.,https://bina.az//items/3499233, i̇yul 2023,195 000AZN,3 otaq,6/9,160 m²
6528,6528,Qəbələ,https://bina.az//items/3545392, i̇yul 2023,95 000AZN,6 otaq,15/18,50 m²
6529,6529,28 May m.,https://bina.az//items/3432003, i̇yul 2023,220 000AZN,2 otaq,1/5,93 m²
6530,6530,Elmlər Akademiyası m.,https://bina.az//items/3547200, i̇yul 2023,215 000AZN,3 otaq,5/5,430 m²
6531,6531,Sabunçu q.,https://bina.az//items/3482878, i̇yul 2023,197 000AZN,7 otaq,2/2,80 m²
6532,6532,Sahil m.,https://bina.az//items/3256885, i̇yul 2023,250 000AZN,4 otaq,8/16,44 m²
6533,6533,Nardaran q.,https://bina.az//items/3482016, i̇yul 2023,220 000AZN,1 otaq,5/5,40 m²
6534,6534,Saray q.,https://bina.az//items/3556949, i̇yul 2023,22 000AZN,4 sot,16/17,660 m²
6535,6535,Yasamal r.,https://bina.az//items/3507701, i̇yul 2023,122 000AZN,2 otaq,4/15,60 m²
6536,6536,Badamdar q.,https://bina.az//items/3625052, i̇yul 2023,1 500 000AZN,7 otaq,4/19,5 m²
6537,6537,Sahil m.,https://bina.az//items/3575198, i̇yul 2023,145 000AZN,2 otaq,18/18,65 m²
6538,6538,Səbail r.,https://bina.az//items/3268117, i̇yul 2023,525 000AZN,4 otaq,8/9,114 m²
6539,6539,Sabunçu r.,https://bina.az//items/3368712, i̇yul 2023,390 000AZN,5 otaq,15/17,300 m²
6540,6540,Əhmədli m.,https://bina.az//items/3625044, i̇yul 2023,200 000AZN,3 otaq,20/20,115 m²
6541,6541,Yasamal r.,https://bina.az//items/3107815, i̇yul 2023,94 000AZN,2 otaq,5/9,90 m²
6542,6542,Yasamal r.,https://bina.az//items/3494937, i̇yul 2023,137 000AZN,3 otaq,8/19,46 m²
6543,6543,Köhnə Günəşli q.,https://bina.az//items/3394535, i̇yul 2023,1 500 000AZN,8 otaq,5/16,1000 m²
6544,6544,Elmlər Akademiyası m.,https://bina.az//items/3497559, i̇yul 2023,1 000 000AZN,5 otaq,17/27,306 m²
6545,6545,Hövsan q.,https://bina.az//items/3602041, i̇yul 2023,130 000AZN,4 otaq,9/12,255 m²
6546,6546,Nizami r.,https://bina.az//items/3625042, i̇yul 2023,181 000AZN,3 otaq,11/16,107 m²
6547,6547,8 Noyabr m.,https://bina.az//items/3425677, i̇yul 2023,280 000AZN,3 otaq,16/16,148 m²
6548,6548,Bilgəh q.,https://bina.az//items/3625041, i̇yul 2023,782 000AZN,7 otaq,2/16,340 m²
6549,6549,Novxanı q.,https://bina.az//items/3519596, i̇yul 2023,240 000AZN,5 otaq,19/21,200 m²
6550,6550,Novxanı q.,https://bina.az//items/3606896, i̇yul 2023,113 000AZN,6 otaq,5/19,160 m²
6551,6551,Badamdar q.,https://bina.az//items/3536959, i̇yul 2023,615 000AZN,6 otaq,6/14,306 m²
6552,6552,Nərimanov r.,https://bina.az//items/2918304, i̇yul 2023,1 330 000AZN,3 otaq,6/14,400 m²
6553,6553,28 May m.,https://bina.az//items/3625037, i̇yul 2023,265 000AZN,3 otaq,6/14,143 m²
6554,6554,Sumqayıt,https://bina.az//items/3625034, i̇yul 2023,104 000AZN,2 otaq,14/18,100 m²
6555,6555,Sahil m.,https://bina.az//items/3482336, i̇yul 2023,429 000AZN,2 otaq,6/14,115 m²
6556,6556,Nəsimi r.,https://bina.az//items/3625030, i̇yul 2023,476 000AZN,5 otaq,6/17,272 m²
6557,6557,Elmlər Akademiyası m.,https://bina.az//items/3472876, i̇yul 2023,105 000AZN,2 otaq,5/5,40 m²
6558,6558,Səbail r.,https://bina.az//items/3068727, i̇yul 2023,485 000AZN,3 otaq,7/17,250 m²
6559,6559,Yeni Yasamal q.,https://bina.az//items/3609864, i̇yul 2023,150 000AZN,3 otaq,6/17,85 m²
6560,6560,Nəsimi r.,https://bina.az//items/3608908, i̇yul 2023,193 000AZN,2 otaq,3/18,80 m²
6561,6561,İnşaatçılar m.,https://bina.az//items/3625028, i̇yul 2023,185 000AZN,3 otaq,11/17,105 m²
6562,6562,Qaraçuxur q.,https://bina.az//items/3323058, i̇yul 2023,135 000AZN,3 otaq,5/5,105 m²
6563,6563,7-ci mikrorayon q.,https://bina.az//items/3533021, i̇yul 2023,100 000AZN,4 otaq,6/9,60 m²
6564,6564,7-ci mikrorayon q.,https://bina.az//items/3267628, i̇yul 2023,132 000AZN,2 otaq,16/17,95 m²
6565,6565,Əhmədli m.,https://bina.az//items/3069333, i̇yul 2023,108 000AZN,2 otaq,8/17,58 m²
6566,6566,Həzi Aslanov m.,https://bina.az//items/3486181, i̇yul 2023,138 000AZN,7 otaq,1/5,70 m²
6567,6567,Xaçmaz,https://bina.az//items/3043534, i̇yul 2023,360 000AZN,2 otaq,9/9,300 m²
6568,6568,Badamdar q.,https://bina.az//items/3251041, i̇yul 2023,950 000AZN,2 otaq,16/18,600 m²
6569,6569,Abşeron r.,https://bina.az//items/3625025, i̇yul 2023,59 000AZN,4 otaq,4/6,54 m²
6570,6570,Azadlıq Prospekti m.,https://bina.az//items/3625022, i̇yul 2023,120 000AZN,7 otaq,10/11,63 m²
6571,6571,8-ci mikrorayon q.,https://bina.az//items/3625020, i̇yul 2023,240 000AZN,3 otaq,11/19,207 m²
6572,6572,Masazır q.,https://bina.az//items/3380481, i̇yul 2023,79 000AZN,4 otaq,14/16,120 m²
6573,6573,Ələt q.,https://bina.az//items/3625014, i̇yul 2023,13 000AZN,5 sot,4/15,93 m²
6574,6574,Şah İsmayıl Xətai m.,https://bina.az//items/3590712, i̇yul 2023,233 000AZN,3 otaq,6/17,115 m²
6575,6575,28 May m.,https://bina.az//items/3625013, i̇yul 2023,440 000AZN,4 otaq,11/19,86 m²
6576,6576,Nəsimi r.,https://bina.az//items/3488478, i̇yul 2023,235 000AZN,2 otaq,9/16,1 m²
6577,6577,Nəsimi r.,https://bina.az//items/3557541, i̇yul 2023,493 000AZN,4 otaq,10/12,128 m²
6578,6578,Nəsimi r.,https://bina.az//items/3625007, i̇yul 2023,256 000AZN,3 otaq,15/18,4 m²
6579,6579,Novxanı q.,https://bina.az//items/3493531, i̇yul 2023,133 250AZN,3 otaq,9/16,95 m²
6580,6580,Həzi Aslanov q.,https://bina.az//items/3625001, i̇yul 2023,179 000AZN,3 otaq,4/5,136 m²
6581,6581,Nəriman Nərimanov m.,https://bina.az//items/3625000, i̇yul 2023,264 000AZN,3 otaq,5/5,92 m²
6582,6582,Xırdalan,https://bina.az//items/3624998, i̇yul 2023,100 000AZN,3 otaq,14/16,83 m²
6583,6583,Masazır q.,https://bina.az//items/3624997, i̇yul 2023,75 000AZN,3 otaq,3/12,94 m²
6584,6584,Dübəndi q.,https://bina.az//items/3471972, i̇yul 2023,45 000AZN,0 sot,5/6,134 m²
6585,6585,Şah İsmayıl Xətai m.,https://bina.az//items/3617098, i̇yul 2023,225 000AZN,3 otaq,8/12,96 m²
6586,6586,8 Noyabr m.,https://bina.az//items/3624992, i̇yul 2023,199 000AZN,3 otaq,15/27,114 m²
6587,6587,Masazır q.,https://bina.az//items/3624995, i̇yul 2023,105 000AZN,3 otaq,6/17,300 m²
6588,6588,Xırdalan,https://bina.az//items/3507679, i̇yul 2023,129 999AZN,4 otaq,16/18,103 m²
6589,6589,Yasamal r.,https://bina.az//items/3499981, i̇yul 2023,200 000AZN,8 otaq,7/12,50 m²
6590,6590,Xırdalan,https://bina.az//items/3149790, i̇yul 2023,52 000AZN,3 otaq,1/5,75 m²
6591,6591,Azadlıq Prospekti m.,https://bina.az//items/3616587, i̇yul 2023,78 000AZN,3 otaq,12/15,68 m²
6592,6592,Abşeron r.,https://bina.az//items/3624987, i̇yul 2023,92 000AZN,2 otaq,3/16,76 m²
6593,6593,Şah İsmayıl Xətai m.,https://bina.az//items/3337469, i̇yul 2023,195 000AZN,2 otaq,6/19,6 m²
6594,6594,Nəriman Nərimanov m.,https://bina.az//items/3557655, i̇yul 2023,270 000AZN,3 otaq,15/16,127 m²
6595,6595,28 May m.,https://bina.az//items/3557660, i̇yul 2023,216 000AZN,2 otaq,3/5,100 m²
6596,6596,Azadlıq Prospekti m.,https://bina.az//items/3532613, i̇yul 2023,130 000AZN,3 otaq,9/10,70 m²
